KH_139,1178,Accurate: 31.23939 %
KH_145,869,Accurate: 95.16685 %
KH_147,783,Accurate: 87.10089 %
TT_30,1444,Accurate: 48.82272 %
TT_33,2167,Accurate: 96.49284 %
TY_3,1441,Accurate: 63.21999 %
