C:\Users\501\Desktop\train_test\G3_109OK\TK_8\台梗8號_1.bmp,TK_8
C:\Users\501\Desktop\train_test\G3_109OK\TK_8\台梗8號_10.bmp,TK_8
C:\Users\501\Desktop\train_test\G3_109OK\TK_8\台梗8號_100.bmp,TK_8
C:\Users\501\Desktop\train_test\G3_109OK\TK_8\台梗8號_101.bmp,TK_8
C:\Users\501\Desktop\train_test\G3_109OK\TK_8\台梗8號_102.bmp,TK_8
C:\Users\501\Desktop\train_test\G3_109OK\TK_8\台梗8號_106.bmp,TK_8
C:\Users\501\Desktop\train_test\G3_109OK\TK_8\台梗8號_108.bmp,TK_8
C:\Users\501\Desktop\train_test\G3_109OK\TK_8\台梗8號_109.bmp,TK_8
C:\Users\501\Desktop\train_test\G3_109OK\TK_8\台梗8號_11.bmp,TK_8
C:\Users\501\Desktop\train_test\G3_109OK\TK_8\台梗8號_110.bmp,TK_8
C:\Users\501\Desktop\train_test\G3_109OK\TK_8\台梗8號_111.bmp,TK_9
C:\Users\501\Desktop\train_test\G3_109OK\TK_8\台梗8號_112.bmp,TK_8
C:\Users\501\Desktop\train_test\G3_109OK\TK_8\台梗8號_113.bmp,TK_8
C:\Users\501\Desktop\train_test\G3_109OK\TK_8\台梗8號_116.bmp,TK_8
C:\Users\501\Desktop\train_test\G3_109OK\TK_8\台梗8號_119.bmp,TK_8
C:\Users\501\Desktop\train_test\G3_109OK\TK_8\台梗8號_12.bmp,TK_8
C:\Users\501\Desktop\train_test\G3_109OK\TK_8\台梗8號_121.bmp,TK_8
C:\Users\501\Desktop\train_test\G3_109OK\TK_8\台梗8號_124.bmp,TK_8
C:\Users\501\Desktop\train_test\G3_109OK\TK_8\台梗8號_125.bmp,TK_8
C:\Users\501\Desktop\train_test\G3_109OK\TK_8\台梗8號_126.bmp,TK_8
C:\Users\501\Desktop\train_test\G3_109OK\TK_8\台梗8號_128.bmp,TK_8
C:\Users\501\Desktop\train_test\G3_109OK\TK_8\台梗8號_129.bmp,TK_8
C:\Users\501\Desktop\train_test\G3_109OK\TK_8\台梗8號_13.bmp,TK_8
