C:\Users\User\Desktop\123321\測100\TCSN_2\705.bmp,TCSN_2
C:\Users\User\Desktop\123321\測100\TCSN_2\706.bmp,TCS_10
C:\Users\User\Desktop\123321\測100\TCSN_2\707.bmp,KHS_7
C:\Users\User\Desktop\123321\測100\TCSN_2\708.bmp,TCSN_2
C:\Users\User\Desktop\123321\測100\TCSN_2\709.bmp,TCSN_2
C:\Users\User\Desktop\123321\測100\TCSN_2\710.bmp,TCSN_2
C:\Users\User\Desktop\123321\測100\TCSN_2\711.bmp,TCS_10
C:\Users\User\Desktop\123321\測100\TCSN_2\712.bmp,TCS_10
C:\Users\User\Desktop\123321\測100\TCSN_2\714.bmp,TCSN_2
C:\Users\User\Desktop\123321\測100\TCSN_2\715.bmp,TCS_10
C:\Users\User\Desktop\123321\測100\TCSN_2\716.bmp,TCSN_2
C:\Users\User\Desktop\123321\測100\TCSN_2\717.bmp,TCSN_2
C:\Users\User\Desktop\123321\測100\TCSN_2\718.bmp,TCSN_2
C:\Users\User\Desktop\123321\測100\TCSN_2\719.bmp,TCSN_2
C:\Users\User\Desktop\123321\測100\TCSN_2\720.bmp,TCS_10
C:\Users\User\Desktop\123321\測100\TCSN_2\721.bmp,TCSN_2
C:\Users\User\Desktop\123321\測100\TCSN_2\723.bmp,TCSN_2
C:\Users\User\Desktop\123321\測100\TCSN_2\725.bmp,TCSN_2
C:\Users\User\Desktop\123321\測100\TCSN_2\726.bmp,TCS_10
C:\Users\User\Desktop\123321\測100\TCSN_2\727.bmp,TCSN_2
C:\Users\User\Desktop\123321\測100\TCSN_2\728.bmp,TCSN_2
C:\Users\User\Desktop\123321\測100\TCSN_2\729.bmp,TCS_10
C:\Users\User\Desktop\123321\測100\TCSN_2\731.bmp,TCSN_2
C:\Users\User\Desktop\123321\測100\TCSN_2\732.bmp,TCSN_2
C:\Users\User\Desktop\123321\測100\TCSN_2\733.bmp,TCSN_2
C:\Users\User\Desktop\123321\測100\TCSN_2\734.bmp,TCS_10
C:\Users\User\Desktop\123321\測100\TCSN_2\736.bmp,TCSN_2
C:\Users\User\Desktop\123321\測100\TCSN_2\737.bmp,TCS_10
C:\Users\User\Desktop\123321\測100\TCSN_2\738.bmp,TCS_10
C:\Users\User\Desktop\123321\測100\TCSN_2\739.bmp,TCSN_2
C:\Users\User\Desktop\123321\測100\TCSN_2\741.bmp,TCS_10
C:\Users\User\Desktop\123321\測100\TCSN_2\742.bmp,TCSN_2
C:\Users\User\Desktop\123321\測100\TCSN_2\743.bmp,TCS_10
