KHS_7,2000,Accurate: 100 %
NG,2000,Accurate: 98.45 %
TCSN_2,2000,Accurate: 84.15 %
TCS_10,2000,Accurate: 0 %
TCS_17,2000,Accurate: 0 %
TKN_3,2000,Accurate: 99.95 %
