KHS_7,2000,Accurate: 98.8 %
NG,2000,Accurate: 96.95 %
TCSN_2,2000,Accurate: 98.65 %
TCS_10,2000,Accurate: 98.45 %
TCS_17,2000,Accurate: 96.55 %
TKN_3,2000,Accurate: 99.9 %
